id,target,task_a_label
159t,"Um die Einhaltung der Zielsetzung in der Zusammenarbeit mit Dienstleistern und Zulieferern denken wir den Einsatz einer Lieferantenvereinbarung an.context:['Bereits heute beauftragen wir vornehmlich Betriebe aus der Region, wobei sich die Dienstleister vertraglich verpflichten, sämtliche deutsche Rechtsnormen einzuhalten.', 'Zudem liegen uns für alle Dienstleister Entsprechungserklärungen zum Thema Mindestlohn vor, mit deren Einführung wir ebenfalls ein gesetztes Ziel erreicht haben.', 'Anbieter, bei denen Zwangs- oder Kinderarbeit vermutet wird, kommen als Vertragspartner für uns nicht in Frage.']",class17
160t,"Von den Mitarbeitern werden Eigeninitiative und die Einbringung von Eigenleistungen wie z. B. Freizeiteinsatz erwartet.context:['Erhebliche Investitionen |', 'Die Weiterbildung erfolgt bedarfs- und potenzialorientiert durch geeignete interne und externe Schulungsmaßnahmen (z. B. Bildungsveranstaltungen der [ORG]).', 'Die [ORG] unterstützt die Aufstiegsweiterbildung anhand klar definierter Regeln.']",class16
161t,"Deshalb verspüren wir bei allem Stolz auf [ORG] auch eine Enttäuschung wegen eines Zeitverlusts von ca. 9 Monaten und zahlreichen wahrscheinlich vermeidbaren COVID-19-Todesfällen bis zur geplanten Markteinführung, die somit erst Ende 2021 realisierbar ist.context:['Auch hätte die frühzeitige Verfügbarkeit von [ORG] die Brisanz der Pandemie und deren Folgen für die Gesellschaft abzumildern geholfen.', 'Leider mussten wir nach abschlägigen Bescheiden feststellen, dass die umfangreichen öffentlichen Investitions- und Fördermittel nahezu ausschließlich in die Sicherstellung von Impfstoffen und -kapazitäten fließen.', 'Schwerstkranke in Lebensgefahr und überlastete Intensivstationen sind trotz aller Beteuerungen offensichtlich aus dem Blickfeld geraten, denn ein beantragter Förderrahmen von 15 Mio. Euro zur beschleunigten Durchführung einer klinischen Erprobung und den frühzeitigeren Ausbau entsprechender Produktionskapazitäten war weder für Land, Bund oder EU darstellbar.']",class10
162t,"Darüber hinaus sind viele Mitarbeiterinnen und Mitarbeiter ehrenamtlich in der Region engagiert - ein Engagement, welches die Bank ausdrücklich unterstützt.context:['Raiffeisen-Tag', 'Neben zahlreichen Veranstaltungen leistet die Bank mit dem Raiffeisen-Tag einen wichtigen Beitrag zum Gemeinwesen in der Region.', 'So unterstützten die Mitarbeiterinnen und Mitarbeiter der Bank beim letzten Raiffeisen-Tag sechs Projekte von Kindertagesstätten, bei denen die Außenanlagen der Kitas erneuert wurden.']",class18
163t,"Hier wird das Zielbild festgelegt.context:['Managementprozess Nachhaltigkeit', 'Zur Steuerung der Nachhaltigkeitsaktivitäten der [ORG] wurde - beginnend ab 2020 - ein Managementprozess Nachhaltigkeit eingerichtet.', 'Der Prozess beginnt auf der ersten Ebene.']",class6
164t,"Um Energieeffizienzthemen voranzutreiben, wurde eine Agenda erstellt, die unter anderem vorsieht, die Leistung des Kühlsystems im Rechenzentrum an den tatsächlichen (geringeren) Bedarf anzupassen.context:['Mit dem Ziel ressourcen- und klimaschonendes Verhalten zu fördern, werden wir 2020 die zentrale Arbeitsanweisung der [ORG] um einen Hinweis zur CSR/Nachhaltigkeit erweitern.', 'Konkrete Maßnahmen, um klimarelevante Emissionen zu verringern, wurden bereits im Bereich Immobilienmanagement, Dienstreiseverkehr und Papierverbrauch eingeleitet.', 'Seit 2019 befasst sich ein Team im Bereich Immobilienmanagement mit dem Energiemanagement in der Direktion in Mannheim.']",class13
165t,"Einige Maßnahmen, wie beispielsweise die Bündelung der strategischen Ausrichtung in Nachhaltigkeitsleitsätze und der Aufbau der Nachhaltigkeitsorganisation, wurden bereits umgesetzt.context:['Wir übernehmen Verantwortung – als Arbeitgeber und Ausbilder, als Förderer der Wirtschaft, als Steuerzahler und Auftraggeber sowie als Spender und Sponsor.', 'Die operative Umsetzung der strategischen Ausrichtung soll sukzessive in den kommenden Jahren erfolgen.', 'Im Jahr 2018 wurde ein Workshop zur Festlegung und Priorisierung der nächsten Handlungsschritte im Nachhaltigkeitsmanagement durchgeführt.']",class1
166t,"Die Einhaltung der gesetzlichen Vorschriften und Verordnungen durch die [ORG] wird regelmäßig von der BaFin (Bundesanstalt für Finanzdienstleistungsaufsicht) und der Bundesbank geprüft.context:['Die [ORG] ist Mitglied des [ORG] ([ORG]).', 'Der [ORG] gehört wie die anderen regionalen [ORG] zu den Trägern des [ORG] ([ORG]).', 'Der [ORG] nimmt die Interessen der [ORG] in bankpolitischen, kreditwirtschaftlichen und aufsichtsrechtlichen Fragen gegenüber den Institutionen des Bundes und der Europäischen Union wahr.']",class19
167t,"Der Kodex orientiert sich u.a. an den Prinzipien des UN Global Compact aus den Bereichen Menschenrechte, Arbeitsnormen, Umweltschutz und Korruptionsbekämpfung sowie den einschlägigen Konventionen der Internationalen Arbeitsorganisation (ILO).context:['Im Rahmen dieser Lieferkette werden vorzugsweise regionale Dienstleister und Lieferanten ausgewählt, um neben der Wirtschaftlichkeit auch soziale und ökologische Aspekte zu berücksichtigen.', 'Dabei geben Nachhaltigkeits- und Umweltsiegel wie Blauer Engel, FSC, Fairtrade oder Rainforest Alliance Certified u.a. Orientierung.', '2018 hat die Bank einen Lieferantenkodex formuliert, der die Erwartungen an ihre Lieferanten und Dienstleister präzisiert.']",class4
168t,"Sollten Umstände bekannt werden, dass der Auftragnehmer gegen geltende Gesetze verstößt, ist er zur Stellungnahme, ggf. zur Abstellung des Verstoßes aufzufordern und bei Nichtbeachtung der Aufforderung das Vertragsverhältnis zu kündigen.context:['Werk- und Dienstleister', 'Bei der Beauftragung von externen Dienst- bzw. Handwerksleistungen sowie im Einkauf fokussieren wir uns auf Unternehmen, die bei uns in der Region ansässig und tätig sind.', 'In der Leitlinie zur Beauftragung von konzernexternen Werk- und Dienstleistern haben wir feste Regeln bei Vertragsabschlüssen definiert, die u. a. vorsehen, dass alle Werk- und Dienstleister bei Vertragsabschluss zusichern, die gesetzlichen Vorgaben einzuhalten und z. B. den gesetzlichen Mindestlohn zu zahlen.']",class17
169t,"In 2018 waren unsere Mitarbeiter im Schnitt 2,4 Tage auf Fortbildungen.context:['Beispiele hierfür sind die Zukunftswerkstatt, Digitalisierungsprojekte und der Innovationskreis.', 'Insbesondere können Vorschläge - auch zum Thema Nachhaltigkeit - jederzeit über das [PRODUCT] (betriebliches Vorschlagswesen) eingebracht werden.', 'Diese Möglichkeiten werden von unseren Mitarbeitern ebenso rege genutzt wie unsere zahlreichen Weiterbildungsangebote.']",class14
170t,"Auch wird eine Zusammenarbeit mit Unternehmen oder Organisationen abgelehnt, die offensichtlich und grundsätzlich den Wertvorstellungen des Inhabers [PERSON] widersprechen.context:['Gegenüber Partnern und Kunden verhalten wir uns fair, wertschätzend und transparent.', 'Auch unsere eigene Tätigkeit richten wir an nachhaltigen Gesichtspunkten aus.', 'Über dieses Leitbild hinaus gelten für die gesamte Geschäftstätigkeit die gesetzlichen Grundanforderungen.']",class6
171t,"Mit unserer unternehmerischen Haltung, unseren Produkten und gesellschaftlichen Initiativen wollen wir uns als [ORG] für die Verkleinerung des ökologischen Fußabdrucks unserer Region sowie für die Verbesserung der für alle frei zugänglichen Lebensqualität einsetzen.context:['Als [ORG] bekennen wir uns zum Prinzip der Nachhaltigkeit:', 'Es verbindet wirtschaftlichen Fortschritt mit sozialer Gerechtigkeit und dem Schutz der natürlichen Umwelt.', 'Künftige Generationen sollen überall dieselben Chancen auf ein gutes Leben haben.']",class5
172t,"Die in Teilen ausgelagerte Personalverwaltung ist zuständig für die Überwachung von Nachhaltigkeitsaspekten wie Fluktuationsrate und Krankheitsquote.context:['Für das Management der Gebäude und Infrastruktur ist unser Vermieter zuständig.', 'Die Festlegung von Kriterien für die Beschaffung, Verwertung und Entsorgung von IT-Equipment ist an unseren Dienstleister ausgelagert.', 'Ähnlich verhält es sich im Personalbereich.']",class7
173t,"Weitere digitale Kommunikationskanäle sind der Newsletter und die [PRODUCT].context:['Der persönliche Kontakt zu unseren Kunden ist uns wichtig:', 'Wir sind in unserem Kundenzentrum sowie telefonisch und schriftlich stets für unsere Kunden erreichbar.', 'Über das Kundenmagazin [NAME], das an alle Troisdorfer Haushalte geht und in unserem Kundenzentrum sowie bei den [ORG] zur Mitnahme bereit liegt, informieren wir quartalsweise über aktuelle Themen wie beispielsweise Energieeinspar-Optionen, Umwelt- und Naturschutz, nachhaltige Elektromobilität sowie Projekte der [ORG].']",class9
174t,"Diese Funktion übernimmt das Vorstandssekretariat.context:['Die strategische Gesamtverantwortung für das Thema „Nachhaltigkeit“ obliegt dem Vorstand.', 'Darüber hinaus wurden weitere Verantwortlichkeiten geschaffen, um nachhaltiges Denken und Handeln im gesamten Institut zu implementieren.', 'Die Federführung des Themas liegt bei den sog. Nachhaltigkeitsbeauftragten.']",class5
175t,"In 2023 streben wir eine Qualifizierung zum DGNB Consultant an.context:['Die Organisationsentwicklung unserer Kunden können wir positiv beeinflussen.', 'In dem Bereich der Personalentwicklung, also der sozialen Elemente bieten wir unter anderem die Perspektiven der IDGs, der Inner Development Goals an.', 'Für die ökonomische Optimierung können wir in betriebswirtschaftlichen und vertrieblichen Themen beraten und für die ökologische Betrachtung können wir auf mehr als 40 Jahre Erfahrung im Bauwesen und in der Baustoffproduktion zurückgreifen.']",class2
176t,"Regelungen zur Mehrarbeit sind Bestandteil der Verträge.context:['Unsere Mitarbeiter sind essenziell für den Erfolg unseres Fußballclubs.', 'Der Schutz ihrer Rechte spielt für uns eine sehr wichtige Rolle.', 'Innerhalb der Arbeitsverträge halten wir alle gesetzlichen Bestimmungen der Bundesrepublik Deutschland ein.']",class14
177t,"Die Umsetzungsstände der jährlich beschlossenen Maßnahmen zur Reduzierung der Compliance-Risiken werden quartalsweise abgefragt und die dokumentierten Ergebnisse an den Vorstand berichtet.context:['Für das Geschäftsjahr 2019 wurden die folgenden fünf Compliance-Risiken: Korruptionsrisiko (Bestechung und Bestechlichkeit, Risiko der Verletzung der IT-Compliance (IT-Sicherheit, Datenschutzes, Verfügbarkeit, Vertraulichkeit und Integrität, Datensicherheit und Datensicherung - Zugangs-, Zugriffs- und Weitergabekontrollen -), Risiko der Bilanzmanipulation, Risiko der Verletzung des Arbeitszeitgesetzes und/oder von geltenden Betriebsvereinbarungen zur Arbeitszeit, Risiko der Verletzung der Verkehrssicherungspflichten, als bedeutsam erachtet und einem aktiven Management unterzogen.', 'Zwei Compliance-Risiken wurden in 2019 nicht mehr als bedeutsam eingestuft.', 'Das Risiko der Nichteinhaltung der Anforderungen der EU-DSGVO und das Risiko der nicht ordnungsgemäßen Durchführung des Ausschreibungsverfahrens wurden aufgrund der implementierten Maßnahmen in der Eintrittswahrscheinlichkeit von mittel auf gering eingestuft.']",class20
178t,"Bezüglich der getroffenen Maßnahmen wird auf die Abschnitte 9 und 20 verwiesen, eine Umsetzung im Rahmen der Verankerung des Nachhaltigkeitskonzepts ist bis spätestens Ende 2019 vorgesehen.context:['Unter Einbindung der Unternehmensführung wurde in unseren Strategiedokumenten klargestellt, dass unsere Bank politisch unabhängig ist.', 'Demzufolge sind Spenden oder Zuwendungen an Regierungen, Parteien, Politiker oder mit ihnen verbundene Einrichtungen ausgeschlossen.', 'Auf die Festlegung von weiteren Zielen wurde aus diesem Grund verzichtet.']",class19
179t,"Wesentliche Funktionen und Bestandteile dieses Systems sind Innenrevision, Controlling, Kostenrechnung, Ist-Kosten- und Terminkontrolle, systematisches Risikomanagement auf der Grundlage eines aktuellen Handbuchs, Profitcenterbetrachtung sowie ein Risiko- und Compliance-Management System.context:['Im Sinne des Mannheimer Corporate Governance Kodex implementierte die [ORG] ein aktives Risikomanagement in ihren Unternehmensprozess.', 'Das dokumentierte System erfasst alle wesentlichen Unternehmensaktivitäten und beinhaltet auf Basis einer definierten Risikostrategie neben dem internen Überwachungssystem auch ein systematisches und permanentes Vorgehen hinsichtlich Risikoinventur, Risikocontrolling und Risikoberichterstattung.', 'Um Entwicklungen zu erkennen, die den Fortbestand der Gesellschaft gefährden könnten, nutzt die [ORG] die wesentlichen Instrumente des internen Überwachungssystems analog der [ORG], die diese Instrumente des internen Überwachungssystems ständig weiterentwickelt.']",class7
180t,"Bei einem negativen Ergebnis wird das Produkt nicht mehr angeboten.context:['Die [ORG] legt ihr Augenmerk auf papierlose Abläufe mit Blick auf die Bedürfnisse unserer Mitglieder.', 'Der Vorgang wird von der Ideenfindung bis hin zur Umsetzung begleitet und bewertet.', 'Nach der Beendigung einer erfolgreichen Testphase wird das Produkt in die Produktpalette der [ORG] integriert.']",class10
181t,"Bei Neuplanungen achtet sie darauf, den Anteil der Wegeflächen zu verringern.context:['Beim Artenschutz arbeitet die [ORG] seit langem mit den Naturschutzverbänden [ORG] und [ORG] zusammen.', 'So hat sie zum Erhalt von Vogelarten wie Schwalben und Mauerseglern inzwischen 250 Nistkästen in ihren Wohngebieten aufgehängt und fünf Greifvogelstangen angebracht; außerdem bieten in ihrem Bestand 40 Fledermauskästen den nachtaktiven Tieren einen Schutzraum.', 'Ziel der [ORG] ist zudem eine möglichst geringe Flächenversiegelung.']",class12
182t,"Für unsere Lieferkette ist es ein dauerhaftes Ziel, bei der Beschaffung unserer Produkte und Dienstleistungen auch auf soziale und ökologische Kriterien zu achten, sofern dies im Rahmen des Beschaffungs- und Vergaberechts möglich ist (s. Kriterium 3).context:['Für uns ist es selbstverständlich, die Menschenrechte zu achten.', 'Für die [ORG] liegen in diesem Bereich sehr geringe Risiken vor, da die Geschäftstätigkeit der [ORG] im Wesentlichen auf die Stadt Duisburg beschränkt ist.', 'Dort sind die Menschenrechte im Grundgesetz verankert, an das wir uns selbstverständlich halten.']",class17
183t,"Die in den meisten Filialen installierte Stopp-Funktion an den Wasserhähnen unterstützt ebenfallsden nachhaltigen Umgang mit der Ressource Wasser.context:['Wie unter Kriterium 2. „Wesentlichkeit“ bereits erwähnt, werden unsere Mitarbeiter regelmäßig hinsichtlich des bewussten Umgang mit Ressourcen in vielerlei Hinsicht sensibilisiert.', 'Sei es das allgegenwärtige Bemühen um eine Reduzierung unseres Papierverbrauchs, sowohl intern als auch bei unseren Kunden – hier ist besonders auf die verstärkte Nutzung des elektronischen Postfachs zu verweisen, was das Ausdrucken von Kontoauszügen und oft auch von Anschreiben hinfällig macht.', 'Im Herbst 2018 wurden auch die Depotdokumente auf das elektronische Postfach umgestellt.']",class6
184t,"Die Maßnahmenentwicklung erfolgt Top-Down von der Vorstandsebene auf Bereichsebene und nachgelagerte Ebenen.context:['Die auf Basis der strategischen Analyse erarbeitete Vision und das strategische Zielbild stellen den Ausgangspunkt für die Maßnahmenentwicklung sowie deren Abbildung in der Balanced Scorecard dar.', 'Diese bildet das Tool, um die strategischen Ziele zu operationalisieren und den Umsetzungsgrad der Strategie und die Zielerreichung anhand eines Sets aus Kenn- und Zielgrößen messbar zu machen.', 'Sie ist somit Bestandteil des strategischen Managementprozesses.']",class6
